Row ID,Variable Code,Variable,Consumption Category,Value,Variable Unit,Date,Reported Year,Prior Year
19000_2004_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,5946.5,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,6241.2,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,6558.8,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,6928.8,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,7275.1,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,7388.6,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,7525.6,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,7900.9,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,8200.7,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,8328.1,Millions of current dollars,12/31/2013,2013,2012
19000_2004_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,74931.1,Millions of current dollars,12/31/2004,2004,2003
19000_2021_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,135091.2,Millions of current dollars,12/31/2021,2021,2020
19000_2003_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,26504.4,Millions of current dollars,12/31/2003,2003,2002
19000_2014_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,8637.8,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,8882.8,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,9173.9,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,9345.7,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,9623.7,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,9911,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,10893.4,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,11690,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-9_annual,SAPCE1-9,Total personal consumption expenditures: Food and beverages purchased for off-premises consumption,Food and beverages purchased for off-premises consumption,12602.2,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2173.1,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2247.2,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2356.9,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2416.1,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2374.3,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2350.8,Millions of current dollars,12/31/2002,2002,2001
19000_2004_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2483.9,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2547.3,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2611.4,Millions of current dollars,12/31/2006,2006,2005
19000_2003_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2418.6,Millions of current dollars,12/31/2003,2003,2002
19000_2007_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2559.2,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2587.9,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2596.9,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2674.4,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2707.5,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2761.1,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2804.3,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2877.7,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2906.3,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,3025.4,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,3067.2,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,3123.2,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,3043.3,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,2790,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,3476.6,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-10_annual,SAPCE1-10,Total personal consumption expenditures: Clothing and footwear,Clothing and footwear,3594.4,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,2169.8,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,1956.6,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,2236,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,2798.5,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,2658.5,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,2455.3,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,2789.3,Millions of current dollars,12/31/2003,2003,2002
19000_2016_SAPCE1-2_annual,SAPCE1-2,Total personal consumption expenditures: Goods,Goods,39606.9,Millions of current dollars,12/31/2016,2016,2015
19000_2004_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,3377.2,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4014.2,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4592.2,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,5025.7,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,5802.1,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4323.4,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,5046.6,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,6236.7,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,6262.2,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,6185.8,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,5957.9,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4749.3,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4250,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4711.1,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,5245.9,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,4993.9,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-11_annual,SAPCE1-11,Total personal consumption expenditures: Gasoline and other energy goods,Gasoline and other energy goods,3665.1,Millions of current dollars,12/31/2020,2020,2019
